Virus,VirusGenus,VirusFamily,VirusOrder,VirusClass
Po-Circo-like virus,,Circoviridae,Cirlivirales,Arfiviricetes
Po-Circo-like virus 41,,Circoviridae,Cirlivirales,Arfiviricetes
Po-Circo-like virus 51,,Circoviridae,Cirlivirales,Arfiviricetes
Podargid alphaherpesvirus 1,,Herpesviridae,Herpesvirales,Herviviricetes
Poecivirus A,Poecivirus,Picornaviridae,Picornavirales,Pisoniviricetes
Poecivirus NOCR-674,,Picornaviridae,Picornavirales,Pisoniviricetes
Poecivirus NOCR-848,,Picornaviridae,Picornavirales,Pisoniviricetes
Poecivirus RBNH-12,,Picornaviridae,Picornavirales,Pisoniviricetes
Poecivirus RBNH-929,,Picornaviridae,Picornavirales,Pisoniviricetes
Poecivirus sp.,Poecivirus,Picornaviridae,Picornavirales,Pisoniviricetes
Pogona vitticeps erythrocytic iridovirus,,Iridoviridae,Pimascovirales,Megaviricetes
Polar bear mastadenovirus 1,Mastadenovirus,Adenoviridae,Rowavirales,Tectiliviricetes
Polyomaviridae sp.,,Polyomaviridae,Sepolyvirales,Papovaviricetes
Polyomavirus GCH-2015,,Polyomaviridae,Sepolyvirales,Papovaviricetes
Polyomavirus Mystacina/New Zealand/2013,,Polyomaviridae,Sepolyvirales,Papovaviricetes
Polyomavirus PgPyV-1,,Polyomaviridae,Sepolyvirales,Papovaviricetes
Polyomavirus PgPyV-2,,Polyomaviridae,Sepolyvirales,Papovaviricetes
Polyomavirus PgPyV-3,,Polyomaviridae,Sepolyvirales,Papovaviricetes
Polyomavirus PREDICT_PyV-14,,Polyomaviridae,Sepolyvirales,Papovaviricetes
Polyomavirus PREDICT_PyV-15,,Polyomaviridae,Sepolyvirales,Papovaviricetes
Polyomavirus PREDICT_PyV-22,,Polyomaviridae,Sepolyvirales,Papovaviricetes
Polyomavirus PREDICT_PyV-23,,Polyomaviridae,Sepolyvirales,Papovaviricetes
Polyomavirus PREDICT_PyV-24,,Polyomaviridae,Sepolyvirales,Papovaviricetes
Polyomavirus PREDICT_PyV-25,,Polyomaviridae,Sepolyvirales,Papovaviricetes
Polyomavirus PREDICT_PyV-28,,Polyomaviridae,Sepolyvirales,Papovaviricetes
Polyomavirus PREDICT_PyV-30,,Polyomaviridae,Sepolyvirales,Papovaviricetes
Polyomavirus PREDICT_PyV-31,,Polyomaviridae,Sepolyvirales,Papovaviricetes
Polyomavirus PREDICT_PyV-5,,Polyomaviridae,Sepolyvirales,Papovaviricetes
Polyomavirus PREDICT_PyV-6,,Polyomaviridae,Sepolyvirales,Papovaviricetes
Polyomavirus PREDICT_PyV-7,,Polyomaviridae,Sepolyvirales,Papovaviricetes
Polyomavirus PREDICT_PyV-9,,Polyomaviridae,Sepolyvirales,Papovaviricetes
Polyomavirus sp.,,Polyomaviridae,Sepolyvirales,Papovaviricetes
Pomona bat hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,Blubervirales,Revtraviricetes
pond bat adenovirus 1,,Adenoviridae,Rowavirales,Tectiliviricetes
Pongine gammaherpesvirus 2,Lymphocryptovirus,Herpesviridae,Herpesvirales,Herviviricetes
Pongo abelii polyomavirus 1,Alphapolyomavirus,Polyomaviridae,Sepolyvirales,Papovaviricetes
Pongo pygmaeus cytomegalovirus 1,Cytomegalovirus,Herpesviridae,Herpesvirales,Herviviricetes
Pongo pygmaeus cytomegalovirus 1.2,Cytomegalovirus,Herpesviridae,Herpesvirales,Herviviricetes
Pongo pygmaeus lymphocryptovirus 1,Lymphocryptovirus,Herpesviridae,Herpesvirales,Herviviricetes
Pongo pygmaeus lymphocryptovirus 2,Lymphocryptovirus,Herpesviridae,Herpesvirales,Herviviricetes
Pongo pygmaeus polyomavirus 1,Alphapolyomavirus,Polyomaviridae,Sepolyvirales,Papovaviricetes
Porcine adenovirus,Mastadenovirus,Adenoviridae,Rowavirales,Tectiliviricetes
Porcine associated gemycircularvirus 1,Gemycircularvirus,Genomoviridae,Geplafuvirales,Repensiviricetes
Porcine associated gemycircularvirus 2,Gemycircularvirus,Genomoviridae,Geplafuvirales,Repensiviricetes
Porcine associated gemycircularvirus 3,Gemycircularvirus,Genomoviridae,Geplafuvirales,Repensiviricetes
Porcine associated gemykibivirus 1,Gemykibivirus,Genomoviridae,Geplafuvirales,Repensiviricetes
Porcine associated porprismacovirus,Porprismacovirus,Smacoviridae,Cremevirales,Arfiviricetes
Porcine associated porprismacovirus 1,Porprismacovirus,Smacoviridae,Cremevirales,Arfiviricetes
Porcine associated porprismacovirus 10,Porprismacovirus,Smacoviridae,Cremevirales,Arfiviricetes
Porcine associated porprismacovirus 2,Porprismacovirus,Smacoviridae,Cremevirales,Arfiviricetes
Porcine associated porprismacovirus 3,Porprismacovirus,Smacoviridae,Cremevirales,Arfiviricetes
Porcine associated porprismacovirus 4,Porprismacovirus,Smacoviridae,Cremevirales,Arfiviricetes
Porcine associated porprismacovirus 5,Porprismacovirus,Smacoviridae,Cremevirales,Arfiviricetes
Porcine associated porprismacovirus 6,Porprismacovirus,Smacoviridae,Cremevirales,Arfiviricetes
Porcine associated porprismacovirus 7,Porprismacovirus,Smacoviridae,Cremevirales,Arfiviricetes
Porcine associated porprismacovirus 8,Porprismacovirus,Smacoviridae,Cremevirales,Arfiviricetes
Porcine associated porprismacovirus 9,Porprismacovirus,Smacoviridae,Cremevirales,Arfiviricetes
Porcine associated smacovirus,,Smacoviridae,Cremevirales,Arfiviricetes
Porcine astrovirus 1,Mamastrovirus,Astroviridae,Stellavirales,Stelpaviricetes
Porcine astrovirus 2,Mamastrovirus,Astroviridae,Stellavirales,Stelpaviricetes
Porcine astrovirus 3,Mamastrovirus,Astroviridae,Stellavirales,Stelpaviricetes
Porcine astrovirus 4,Mamastrovirus,Astroviridae,Stellavirales,Stelpaviricetes
Porcine astrovirus 5,,Astroviridae,Stellavirales,Stelpaviricetes
Porcine astrovirus China,Mamastrovirus,Astroviridae,Stellavirales,Stelpaviricetes
Porcine bastrovirus,,Astroviridae,Stellavirales,Stelpaviricetes
Porcine boca-like virus,Bocaparvovirus,Parvoviridae,Piccovirales,Quintoviricetes
Porcine bocavirus,Bocaparvovirus,Parvoviridae,Piccovirales,Quintoviricetes
Porcine bocavirus 4,Bocaparvovirus,Parvoviridae,Piccovirales,Quintoviricetes
Porcine bocavirus 5,Bocaparvovirus,Parvoviridae,Piccovirales,Quintoviricetes
Porcine bocavirus 6V7V,Bocaparvovirus,Parvoviridae,Piccovirales,Quintoviricetes
Porcine bocavirus type 1-2,Bocaparvovirus,Parvoviridae,Piccovirales,Quintoviricetes
Porcine bufavirus,,Parvoviridae,Piccovirales,Quintoviricetes
Porcine circovirus,Circovirus,Circoviridae,Cirlivirales,Arfiviricetes
Porcine circovirus-like agent PCVL201,,Circoviridae,Cirlivirales,Arfiviricetes
Porcine circovirus-like agent PCVL347,,Circoviridae,Cirlivirales,Arfiviricetes
Porcine circovirus-like virus P1,Circovirus,Circoviridae,Cirlivirales,Arfiviricetes
Porcine circovirus 1,Circovirus,Circoviridae,Cirlivirales,Arfiviricetes
Porcine circovirus 2,Circovirus,Circoviridae,Cirlivirales,Arfiviricetes
Porcine circovirus 3,Circovirus,Circoviridae,Cirlivirales,Arfiviricetes
Porcine circovirus 4,Circovirus,Circoviridae,Cirlivirales,Arfiviricetes
Porcine circovirus CHHEB/China/2011,Circovirus,Circoviridae,Cirlivirales,Arfiviricetes
Porcine circovirus CHHEN/China/2011,Circovirus,Circoviridae,Cirlivirales,Arfiviricetes
Porcine circovirus JSHA/China/2011,Circovirus,Circoviridae,Cirlivirales,Arfiviricetes
Porcine circovirus NTTZ/China/2011,Circovirus,Circoviridae,Cirlivirales,Arfiviricetes
Porcine circovirus type 1/2a,Circovirus,Circoviridae,Cirlivirales,Arfiviricetes
Porcine circovirus WXYX/China/2011,Circovirus,Circoviridae,Cirlivirales,Arfiviricetes
Porcine enterovirus a/BEL/15V010,Enterovirus,Picornaviridae,Picornavirales,Pisoniviricetes
Porcine enterovirus b/BEL/15V010,Enterovirus,Picornaviridae,Picornavirales,Pisoniviricetes
Porcine epidemic diarrhea virus,Alphacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Porcine faeces associated circular DNA molecule-1,,,,
Porcine feces-associated gemycircularvirus,Gemycircularvirus,Genomoviridae,Geplafuvirales,Repensiviricetes
Porcine feces associated IAS virus like virus,,,,
Porcine mastadenovirus A,Mastadenovirus,Adenoviridae,Rowavirales,Tectiliviricetes
Porcine mastadenovirus B,Mastadenovirus,Adenoviridae,Rowavirales,Tectiliviricetes
Porcine mastadenovirus C,Mastadenovirus,Adenoviridae,Rowavirales,Tectiliviricetes
Porcine orthorubulavirus,Orthorubulavirus,Paramyxoviridae,Mononegavirales,Monjiviricetes
Porcine parainfluenza virus,Rubulavirus,Paramyxoviridae,Mononegavirales,Monjiviricetes
Porcine partetravirus,,Parvoviridae,Piccovirales,Quintoviricetes
Porcine partetravirus JSLH70,,Parvoviridae,Piccovirales,Quintoviricetes
Porcine partetravirus JSNJ62,,Parvoviridae,Piccovirales,Quintoviricetes
Porcine partetravirus JSNT73,,Parvoviridae,Piccovirales,Quintoviricetes
Porcine partetravirus JSZJ79,,Parvoviridae,Piccovirales,Quintoviricetes
Porcine parvovirus 2,Protoparvovirus,Parvoviridae,Piccovirales,Quintoviricetes
Porcine parvovirus 3,Protoparvovirus,Parvoviridae,Piccovirales,Quintoviricetes
Porcine parvovirus 5,Protoparvovirus,Parvoviridae,Piccovirales,Quintoviricetes
Porcine pegivirus,Pegivirus,Flaviviridae,Amarillovirales,Flasuviricetes
Porcine picobirnavirus,Picobirnavirus,Picobirnaviridae,Durnavirales,Duplopiviricetes
Porcine picobirnavirus 1,Picobirnavirus,Picobirnaviridae,Durnavirales,Duplopiviricetes
Porcine picobirnavirus 2,Picobirnavirus,Picobirnaviridae,Durnavirales,Duplopiviricetes
Porcine picobirnavirus 3,Picobirnavirus,Picobirnaviridae,Durnavirales,Duplopiviricetes
Porcine picobirnavirus 4,Picobirnavirus,Picobirnaviridae,Durnavirales,Duplopiviricetes
Porcine picobirnavirus group II,Picobirnavirus,Picobirnaviridae,Durnavirales,Duplopiviricetes
Porcine picobirnavirus pig/SD,Picobirnavirus,Picobirnaviridae,Durnavirales,Duplopiviricetes
Porcine picobirnavirus strain C10,Picobirnavirus,Picobirnaviridae,Durnavirales,Duplopiviricetes
Porcine picobirnavirus strain C6,Picobirnavirus,Picobirnaviridae,Durnavirales,Duplopiviricetes
Porcine picobirnavirus strain D4,Picobirnavirus,Picobirnaviridae,Durnavirales,Duplopiviricetes
Porcine picobirnavirus strain D6,Picobirnavirus,Picobirnaviridae,Durnavirales,Duplopiviricetes
Porcine picobirnavirus strain E2,Picobirnavirus,Picobirnaviridae,Durnavirales,Duplopiviricetes
Porcine picobirnavirus strain E4,Picobirnavirus,Picobirnaviridae,Durnavirales,Duplopiviricetes
Porcine polyomavirus,,Polyomaviridae,Sepolyvirales,Papovaviricetes
Porcine reproductive and respiratory syndrome virus,,Arteriviridae,Nidovirales,Pisoniviricetes
Porcine respirovirus 1,Respirovirus,Paramyxoviridae,Mononegavirales,Monjiviricetes
Porcine serum-associated circular virus,,,,
Porcine serum associated circular DNA virus 1,,,,
Porcine serum associated circular DNA virus 2,,,,
Porcine serum associated circular DNA virus 3,,,,
Porcine serum associated circular DNA virus 4,,,,
Porcine serum associated circular DNA virus 5,,,,
Porcine stool-associated circular virus,Porprismacovirus,Smacoviridae,Cremevirales,Arfiviricetes
Porcine stool-associated circular virus 4,,Circoviridae,Cirlivirales,Arfiviricetes
Porcine stool-associated circular virus 5,,Circoviridae,Cirlivirales,Arfiviricetes
Porcine stool-associated circular virus/BEL/15V010,,Circoviridae,Cirlivirales,Arfiviricetes
Porcine teschovirus 13,Teschovirus,Picornaviridae,Picornavirales,Pisoniviricetes
Porcine teschovirus 14,Teschovirus,Picornaviridae,Picornavirales,Pisoniviricetes
Porcine teschovirus 15,Teschovirus,Picornaviridae,Picornavirales,Pisoniviricetes
Porcine teschovirus 16,Teschovirus,Picornaviridae,Picornavirales,Pisoniviricetes
Porcine teschovirus 17,Teschovirus,Picornaviridae,Picornavirales,Pisoniviricetes
Porcine teschovirus 18,Teschovirus,Picornaviridae,Picornavirales,Pisoniviricetes
Porcine teschovirus 19,Teschovirus,Picornaviridae,Picornavirales,Pisoniviricetes
Porcine teschovirus 21,Teschovirus,Picornaviridae,Picornavirales,Pisoniviricetes
Porcine teschovirus 22,Teschovirus,Picornaviridae,Picornavirales,Pisoniviricetes
Porcine teschovirus 23,Teschovirus,Picornaviridae,Picornavirales,Pisoniviricetes
Porcine torovirus,Torovirus,Tobaniviridae,Nidovirales,Pisoniviricetes
Porcine type-C oncovirus,Gammaretrovirus,Retroviridae,Ortervirales,Revtraviricetes
Porcupine astrovirus Hb/LP077/Guangxi,,Astroviridae,Stellavirales,Stelpaviricetes
Porcupine astrovirus Hb/LP083/Guangxi,,Astroviridae,Stellavirales,Stelpaviricetes
Porcupine astrovirus Hb/LP084/Guangxi,,Astroviridae,Stellavirales,Stelpaviricetes
Porcupine astrovirus Hb/LP092/Guangxi,,Astroviridae,Stellavirales,Stelpaviricetes
Porcupine astrovirus Hb/LP102/Guangxi,,Astroviridae,Stellavirales,Stelpaviricetes
Porcupine caribou gammaherpesvirus 1,,Herpesviridae,Herpesvirales,Herviviricetes
Porcupine caribou gammaherpesvirus 2,,Herpesviridae,Herpesvirales,Herviviricetes
Portuguese newt and toad ranavirus,Ranavirus,Iridoviridae,Pimascovirales,Megaviricetes
Posa-like virus,Posavirus,,Picornavirales,Pisoniviricetes
Posavirus 1,Posavirus,,Picornavirales,Pisoniviricetes
Posavirus 12,Posavirus,,Picornavirales,Pisoniviricetes
Posavirus 2,Posavirus,,Picornavirales,Pisoniviricetes
Posavirus 3,Posavirus,,Picornavirales,Pisoniviricetes
Posavirus 4,Posavirus,,Picornavirales,Pisoniviricetes
Posavirus sp.,,,,
Posavirus strain 10835,Posavirus,,Picornavirales,Pisoniviricetes
Posavirus strain 11038,Posavirus,,Picornavirales,Pisoniviricetes
Posavirus strain 7048,Posavirus,,Picornavirales,Pisoniviricetes
Posavirus strain 7191,Posavirus,,Picornavirales,Pisoniviricetes
Posavirus strain 7390,Posavirus,,Picornavirales,Pisoniviricetes
Posavirus strain 8551,Posavirus,,Picornavirales,Pisoniviricetes
Posavirus strain 8729,Posavirus,,Picornavirales,Pisoniviricetes
Posavirus strain 8805,Posavirus,,Picornavirales,Pisoniviricetes
Posavirus strain 9043,Posavirus,,Picornavirales,Pisoniviricetes
Posavirus strain 9225,Posavirus,,Picornavirales,Pisoniviricetes
Posavirus strain 9532,Posavirus,,Picornavirales,Pisoniviricetes
Posavirus strain 9676,Posavirus,,Picornavirales,Pisoniviricetes
PoSCV Kor J481,Porprismacovirus,Smacoviridae,Cremevirales,Arfiviricetes
Possum atadenovirus A,Atadenovirus,Adenoviridae,Rowavirales,Tectiliviricetes
Possum hepacivrus,Hepacivirus,Flaviviridae,Amarillovirales,Flasuviricetes
Potamochoerus porcus polyomavirus 1,,Polyomaviridae,Sepolyvirales,Papovaviricetes
Potato mop-top virus,Pomovirus,Virgaviridae,Martellivirales,Alsuviricetes
Potato spindle tuber viroid,Pospiviroid,Pospiviroidae,,
Potato virus S,Carlavirus,Betaflexiviridae,Tymovirales,Alsuviricetes
Potato virus V,Potyvirus,Potyviridae,Patatavirales,Stelpaviricetes
Potato virus X,Potexvirus,Alphaflexiviridae,Tymovirales,Alsuviricetes
Potato virus Y,Potyvirus,Potyviridae,Patatavirales,Stelpaviricetes
Potato yellow mosaic Panama virus,Begomovirus,Geminiviridae,Geplafuvirales,Repensiviricetes
Potato yellow mosaic virus,Begomovirus,Geminiviridae,Geplafuvirales,Repensiviricetes
Potato yellow vein virus,Crinivirus,Closteroviridae,Martellivirales,Alsuviricetes
Potato yellowing virus,Ilarvirus,Bromoviridae,Martellivirales,Alsuviricetes
Powassan virus,Flavivirus,Flaviviridae,Amarillovirales,Flasuviricetes
Powell virus,,,,
Poxvirus Sciurus/JEP/2015,,Poxviridae,Chitovirales,Pokkesviricetes
Prairie vole hantavirus,Orthohantavirus,Hantaviridae,Bunyavirales,Ellioviricetes
Primate astrovirus,,Astroviridae,Stellavirales,Stelpaviricetes
Primate bocaparvovirus 1,Bocaparvovirus,Parvoviridae,Piccovirales,Quintoviricetes
Primate bocaparvovirus 2,Bocaparvovirus,Parvoviridae,Piccovirales,Quintoviricetes
Primate bocaparvovirus 3,Bocaparvovirus,Parvoviridae,Piccovirales,Quintoviricetes
Primate erythroparvovirus 1,Erythroparvovirus,Parvoviridae,Piccovirales,Quintoviricetes
Primate erythroparvovirus 2,Erythroparvovirus,Parvoviridae,Piccovirales,Quintoviricetes
Primate protoparvovirus 2,Protoparvovirus,Parvoviridae,Piccovirales,Quintoviricetes
Primate protoparvovirus 3,Protoparvovirus,Parvoviridae,Piccovirales,Quintoviricetes
Primate T-lymphotropic virus 1,Deltaretrovirus,Retroviridae,Ortervirales,Revtraviricetes
Primate T-lymphotropic virus 2,Deltaretrovirus,Retroviridae,Ortervirales,Revtraviricetes
Primate T-lymphotropic virus 3,Deltaretrovirus,Retroviridae,Ortervirales,Revtraviricetes
Primate tetraparvovirus 1,Tetraparvovirus,Parvoviridae,Piccovirales,Quintoviricetes
Procyon lotor polyomavirus 1,Alphapolyomavirus,Polyomaviridae,Sepolyvirales,Papovaviricetes
Procyon lotor polyomavirus 2,,Polyomaviridae,Sepolyvirales,Papovaviricetes
Prospect Hill orthohantavirus,Orthohantavirus,Hantaviridae,Bunyavirales,Ellioviricetes
Proteus phage 1,Novosibvirus,Demerecviridae,Caudovirales,Caudoviricetes
Proteus phage 10,Agricanvirus,Myoviridae,Caudovirales,Caudoviricetes
Proteus phage 2,Novosibvirus,Demerecviridae,Caudovirales,Caudoviricetes
Proteus phage 2207-N35,Gorganvirus,Siphoviridae,Caudovirales,Caudoviricetes
Proteus phage 3H10_20,,Podoviridae,Caudovirales,Caudoviricetes
Proteus phage 7,Seoulvirus,Myoviridae,Caudovirales,Caudoviricetes
Proteus phage ASh-2020a,,Siphoviridae,Caudovirales,Caudoviricetes
Proteus phage M4H10_20,Novosibvirus,Demerecviridae,Caudovirales,Caudoviricetes
Proteus phage Mydo,,Myoviridae,Caudovirales,Caudoviricetes
Proteus phage Myduc,,Chaseviridae,Caudovirales,Caudoviricetes
Proteus phage P16-2532,,Siphoviridae,Caudovirales,Caudoviricetes
Proteus phage phiP4-3,,Myoviridae,Caudovirales,Caudoviricetes
Proteus phage PM2,,Myoviridae,Caudovirales,Caudoviricetes
Proteus phage PM87,,Siphoviridae,Caudovirales,Caudoviricetes
Proteus phage PmP19,,Autographiviridae,Caudovirales,Caudoviricetes
Proteus phage pPM_01,,Siphoviridae,Caudovirales,Caudoviricetes
Proteus phage Privateer,,Podoviridae,Caudovirales,Caudoviricetes
Proteus phage Saba,,Siphoviridae,Caudovirales,Caudoviricetes
Proteus phage vB_PmiM_Pm5461,,Myoviridae,Caudovirales,Caudoviricetes
Proteus phage Vb_PmiP-P59,,Podoviridae,Caudovirales,Caudoviricetes
Proteus phage vB_PmiP_RS10pmA,Gorganvirus,Siphoviridae,Caudovirales,Caudoviricetes
Proteus phage vB_PmiP_RS1pmA,Novosibovirus,Autographiviridae,Caudovirales,Caudoviricetes
Proteus phage vB_PmiP_RS51pmB,,Myoviridae,Caudovirales,Caudoviricetes
Proteus phage vB_PmiP_RS8pmA,Novosibovirus,Autographiviridae,Caudovirales,Caudoviricetes
Proteus phage vB_PvuS_Pm34,,Siphoviridae,Caudovirales,Caudoviricetes
Proteus phage VTCCBPA139,,,,
Proteus virus Isfahan,Gorganvirus,Siphoviridae,Caudovirales,Caudoviricetes
Proteus virus PM116,Acadevirus,Autographiviridae,Caudovirales,Caudoviricetes
Proteus virus PM135,Novosibvirus,Demerecviridae,Caudovirales,Caudoviricetes
Proteus virus PM16,Novosibovirus,Autographiviridae,Caudovirales,Caudoviricetes
Proteus virus Pm5460,Acadevirus,Autographiviridae,Caudovirales,Caudoviricetes
Proteus virus PM75,Novosibovirus,Autographiviridae,Caudovirales,Caudoviricetes
Proteus virus PM85,Acadevirus,Autographiviridae,Caudovirales,Caudoviricetes
Proteus virus PM93,Acadevirus,Autographiviridae,Caudovirales,Caudoviricetes
Proteus virus Stubb,Novosibvirus,Demerecviridae,Caudovirales,Caudoviricetes
Protoparvovirus HK-2014,Protoparvovirus,Parvoviridae,Piccovirales,Quintoviricetes
Protoparvovirus sp.,Protoparvovirus,Parvoviridae,Piccovirales,Quintoviricetes
Protoparvovirus Udayana_MDPVA,Protoparvovirus,Parvoviridae,Piccovirales,Quintoviricetes
Protoparvovirus Udayana_MDPVB,Protoparvovirus,Parvoviridae,Piccovirales,Quintoviricetes
Pseudocowpox virus,Parapoxvirus,Poxviridae,Chitovirales,Pokkesviricetes
Psipapillomavirus 1,Psipapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes
Psipapillomavirus 2,Psipapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes
Psipapillomavirus 3,Psipapillomavirus,Papillomaviridae,Zurhausenvirales,Papovaviricetes
Psittacara leucophthalmus chapparvovirus,Chapparvovirus,Parvoviridae,Piccovirales,Quintoviricetes
Psittacid alphaherpesvirus 1,Iltovirus,Herpesviridae,Herpesvirales,Herviviricetes
Psittacid herpesvirus 3,,Herpesviridae,Herpesvirales,Herviviricetes
Psittacid herpesvirus 5,,Herpesviridae,Herpesvirales,Herviviricetes
Psittaciform 1 orthobornavirus,Orthobornavirus,Bornaviridae,Mononegavirales,Monjiviricetes
Psittaciform 2 orthobornavirus,Orthobornavirus,Bornaviridae,Mononegavirales,Monjiviricetes
Psittacine adenovirus 2,,Adenoviridae,Rowavirales,Tectiliviricetes
Psittacine adenovirus 5,Siadenovirus,Adenoviridae,Rowavirales,Tectiliviricetes
Psittacine atadenovirus A,Atadenovirus,Adenoviridae,Rowavirales,Tectiliviricetes
Psittacine aviadenovirus B,Aviadenovirus,Adenoviridae,Rowavirales,Tectiliviricetes
Psittacine aviadenovirus C,Aviadenovirus,Adenoviridae,Rowavirales,Tectiliviricetes
Psittacine orthoreovirus AGPReo1983,Orthoreovirus,Reoviridae,Reovirales,Resentoviricetes
Psittacine orthoreovirus SRK/Germany/2007,Orthoreovirus,Reoviridae,Reovirales,Resentoviricetes
Psittacine siadenovirus 1,Siadenovirus,Adenoviridae,Rowavirales,Tectiliviricetes
Psittacine siadenovirus C,Siadenovirus,Adenoviridae,Rowavirales,Tectiliviricetes
Pteronotus alitonus betaherpesvirus 1,,Herpesviridae,Herpesvirales,Herviviricetes
Pteronotus davyi polyomavirus 1,Betapolyomavirus,Polyomaviridae,Sepolyvirales,Papovaviricetes
Pteronotus parnellii polyomavirus 1,Betapolyomavirus,Polyomaviridae,Sepolyvirales,Papovaviricetes
Pteronotus rubiginosus gammaherpesvirus A,,Herpesviridae,Herpesvirales,Herviviricetes
Pteronotus rubiginosus gammaherpesvirus B,,Herpesviridae,Herpesvirales,Herviviricetes
Pteropine herpesvirus 2,,Herpesviridae,Herpesvirales,Herviviricetes
Pteropine orthoreovirus,Orthoreovirus,Reoviridae,Reovirales,Resentoviricetes
Pteropox virus,Pteropopoxvirus,Poxviridae,Chitovirales,Pokkesviricetes
Pteropus alecto paramyxovirus,,Paramyxoviridae,Mononegavirales,Monjiviricetes
Pteropus associated gemycircularvirus 1,Gemycircularvirus,Genomoviridae,Geplafuvirales,Repensiviricetes
Pteropus associated gemycircularvirus 10,Gemycircularvirus,Genomoviridae,Geplafuvirales,Repensiviricetes
Pteropus associated gemycircularvirus 2,Gemycircularvirus,Genomoviridae,Geplafuvirales,Repensiviricetes
Pteropus associated gemycircularvirus 3,Gemycircularvirus,Genomoviridae,Geplafuvirales,Repensiviricetes
Pteropus associated gemycircularvirus 4,Gemycircularvirus,Genomoviridae,Geplafuvirales,Repensiviricetes
Pteropus associated gemycircularvirus 5,Gemycircularvirus,Genomoviridae,Geplafuvirales,Repensiviricetes
Pteropus associated gemycircularvirus 6,Gemycircularvirus,Genomoviridae,Geplafuvirales,Repensiviricetes
