Host,Virus,HostTaxID,VirusTaxID,HostNCBIResolved,VirusNCBIResolved,HostGenus,HostFamily,HostOrder,HostClass,HostOriginal,HostSynonyms,VirusGenus,VirusFamily,VirusOrder,VirusClass,VirusOriginal,HostFlagID,VirusFlagContaminant,DetectionMethod,DetectionOriginal,Database,DatabaseVersion,PublicationYear,ReferenceText,PMID,NCBIAccession,ReleaseYear,ReleaseMonth,ReleaseDay,CollectionYear,CollectionMonth,CollectionDay
sus scrofa,posavirus 2,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,posavirus,NA,picornavirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,JF713721,2011,11,2,2010,NA,NA
sus scrofa,posavirus 3,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,posavirus,NA,picornavirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KR019688,2015,6,10,2015,1,9
sus scrofa,posavirus 4,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,posavirus,NA,picornavirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MK606532,2019,6,9,2016,11,25
sus scrofa,posavirus sp.,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KX673215,2016,12,27,2012,3,12
sus scrofa,posavirus strain 10835,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,posavirus,NA,picornavirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KT833073,2016,4,26,2015,NA,NA
sus scrofa,posavirus strain 11038,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,posavirus,NA,picornavirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KT833075,2016,4,26,2015,NA,NA
sus scrofa,posavirus strain 7048,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,posavirus,NA,picornavirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KT833076,2016,4,26,2015,NA,NA
sus scrofa,posavirus strain 7191,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,posavirus,NA,picornavirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KT833077,2016,4,26,2015,NA,NA
sus scrofa,posavirus strain 7390,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,posavirus,NA,picornavirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KT833072,2016,4,26,2015,NA,NA
sus scrofa,posavirus strain 8551,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,posavirus,NA,picornavirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KT833069,2016,4,26,2015,NA,NA
sus scrofa,posavirus strain 8729,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,posavirus,NA,picornavirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KT833071,2016,4,26,2015,NA,NA
sus scrofa,posavirus strain 8805,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,posavirus,NA,picornavirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KT833078,2016,4,26,2015,NA,NA
sus scrofa,posavirus strain 9043,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,posavirus,NA,picornavirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KT833070,2016,4,26,2015,NA,NA
sus scrofa,posavirus strain 9225,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,posavirus,NA,picornavirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KT833074,2016,4,26,2015,NA,NA
sus scrofa,posavirus strain 9532,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,posavirus,NA,picornavirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KT833067,2016,4,26,2015,NA,NA
sus scrofa,posavirus strain 9676,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,posavirus,NA,picornavirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KT833068,2016,4,26,2015,NA,NA
sus scrofa,poscv kor j481,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,porprismacovirus,smacoviridae,cremevirales,arfiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KF193403,2014,4,26,2013,5,21
sus scrofa,rabies lyssavirus,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,lyssavirus,rhabdoviridae,mononegavirales,monjiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,AF533825,2002,11,1,NA,NA,NA
sus scrofa,respirovirus sp.,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,respirovirus,paramyxoviridae,mononegavirales,monjiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MK378636,2019,6,25,2017,4,NA
sus scrofa,reston ebolavirus,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,ebolavirus,filoviridae,mononegavirales,monjiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,FJ621583,2009,7,10,2008,NA,NA
sus scrofa,rhinolophus bat coronavirus hku2,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MF167434,2017,7,17,2017,3,6
sus scrofa,rodent protoparvovirus 1,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,protoparvovirus,parvoviridae,piccovirales,quintoviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,AB076669,2002,4,2,NA,NA,NA
sus scrofa,rotavirus a,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,rotavirus,reoviridae,reovirales,resentoviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,D88831,1997,2,14,NA,NA,NA
sus scrofa,rotavirus b,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,rotavirus,reoviridae,reovirales,resentoviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,EF577257,2007,6,24,NA,NA,NA
sus scrofa,rotavirus c,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,rotavirus,reoviridae,reovirales,resentoviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,X58439,1991,6,14,NA,NA,NA
sus scrofa,rotavirus f,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,rotavirus,reoviridae,reovirales,resentoviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MK379173,2019,6,25,2017,4,NA
sus scrofa,rotavirus h,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,rotavirus,reoviridae,reovirales,resentoviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KF021619,2013,11,20,2012,3,15
sus scrofa,sapelovirus-like porcine picornavirus japan,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,sapelovirus,picornaviridae,picornavirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,LC386162,2018,10,19,2015,11,6
sus scrofa,sapelovirus a,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,sapelovirus,picornaviridae,picornavirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,HQ875059,2011,7,23,2009,12,NA
sus scrofa,sapovirus sp.,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,sapovirus,caliciviridae,picornavirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MK361037,2019,7,24,2018,2,4
sus scrofa,sapporo virus,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,sapovirus,caliciviridae,picornavirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,AY823308,2005,12,6,NA,NA,NA
sus scrofa,senecavirus a,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,senecavirus,picornaviridae,picornavirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,EU271757,2007,12,5,1989,8,NA
sus scrofa,sindbis virus,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,alphavirus,togaviridae,martellivirales,alsuviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MK114093,2020,11,12,2018,9,11
sus scrofa,st-valerien swine virus,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,NA,caliciviridae,picornavirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,EU448326,2009,3,1,NA,NA,NA
sus scrofa,suid alphaherpesvirus 1,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,varicellovirus,herpesviridae,herpesvirales,herviviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,M95285,1993,8,3,NA,NA,NA
sus scrofa,suid betaherpesvirus 2,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,roseolovirus,herpesviridae,herpesvirales,herviviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,AB051069,2001,4,4,NA,NA,NA
sus scrofa,suid gammaherpesvirus 3,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,macavirus,herpesviridae,herpesvirales,herviviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KT844939,2016,3,12,2014,3,26
sus scrofa,suid gammaherpesvirus 4,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,macavirus,herpesviridae,herpesvirales,herviviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KT844938,2016,3,12,2014,3,26
sus scrofa,sus scrofa papillomavirus 2,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,NA,papillomaviridae,zurhausenvirales,papovaviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KY817993,2017,8,14,2016,NA,NA
sus scrofa,sus scrofa polyomavirus 1,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,NA,polyomaviridae,sepolyvirales,papovaviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KR065722,2016,5,1,NA,NA,NA
sus scrofa,swine acute diarrhea syndrome coronavirus,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MF094681,2018,3,18,NA,NA,NA
sus scrofa,swine enteric alphacoronavirus,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MK977618,2019,8,31,2018,NA,NA
sus scrofa,swine parainfluenza virus 3,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,respirovirus,paramyxoviridae,mononegavirales,monjiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,EU439428,2008,2,27,NA,NA,NA
sus scrofa,swine pasivirus spav1/us/17-50816ia60467-1/2001,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,NA,picornaviridae,picornavirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MG674090,2018,1,4,2001,8,NA
sus scrofa,swinepox virus,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,suipoxvirus,poxviridae,chitovirales,pokkesviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,JF770341,2011,10,10,2011,1,19
sus scrofa,teschovirus a,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,teschovirus,picornaviridae,picornavirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,GQ293092,2009,7,25,2003,5,NA
sus scrofa,torque teno sus virus,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,iotatorquevirus,anelloviridae,NA,NA,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,HM042328,2010,8,3,2009,NA,NA
sus scrofa,torque teno sus virus 1a,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,iotatorquevirus,anelloviridae,NA,NA,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,AB076001,2002,4,18,NA,NA,NA
sus scrofa,torque teno sus virus 1b,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,iotatorquevirus,anelloviridae,NA,NA,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,AY823990,2005,2,9,NA,NA,NA
sus scrofa,torque teno sus virus k2,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,kappatorquevirus,anelloviridae,NA,NA,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KC880980,2013,8,10,2010,9,21
sus scrofa,torque teno sus virus k2a,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,kappatorquevirus,anelloviridae,NA,NA,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,AY823991,2005,2,9,NA,NA,NA
sus scrofa,torque teno sus virus k2b,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,kappatorquevirus,anelloviridae,NA,NA,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,JQ406844,2012,10,10,2007,4,1
sus scrofa,torque teno sus virus sh0822/2008,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,iotatorquevirus,anelloviridae,NA,NA,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,GU450331,2010,3,31,2008,3,18
sus scrofa,torque teno virus,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,NA,anelloviridae,NA,NA,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,AF124067,1999,9,21,NA,NA,NA
sus scrofa,torque teno virus 1,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,alphatorquevirus,anelloviridae,NA,NA,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,GQ466174,2009,12,6,2008,12,NA
sus scrofa,torque teno virus 2,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,alphatorquevirus,anelloviridae,NA,NA,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,GQ466173,2009,12,6,2008,12,NA
sus scrofa,tottorivirus a,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,tottorivirus,picornaviridae,picornavirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,LC113907,2016,4,1,2015,NA,NA
sus scrofa,ungulate bocaparvovirus 2,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,bocaparvovirus,parvoviridae,piccovirales,quintoviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,HM053693,2010,6,16,2006,NA,NA
sus scrofa,ungulate bocaparvovirus 3,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,bocaparvovirus,parvoviridae,piccovirales,quintoviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,HQ223038,2010,11,7,2010,7,NA
sus scrofa,ungulate bocaparvovirus 4,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,bocaparvovirus,parvoviridae,piccovirales,quintoviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,HQ291308,2011,7,3,2008,NA,NA
sus scrofa,ungulate bocaparvovirus 5,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,bocaparvovirus,parvoviridae,piccovirales,quintoviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,JF512472,2011,5,24,2004,NA,NA
sus scrofa,ungulate chaphamaparvovirus 1,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,chaphamaparvovirus,parvoviridae,piccovirales,quintoviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KU563733,2016,3,30,2015,NA,NA
sus scrofa,ungulate copiparvovirus 2,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,copiparvovirus,parvoviridae,piccovirales,quintoviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,GQ387499,2010,1,12,2006,2,NA
sus scrofa,ungulate copiparvovirus 4,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,copiparvovirus,parvoviridae,piccovirales,quintoviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KF999681,2014,3,22,NA,NA,NA
sus scrofa,ungulate protoparvovirus 1,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,protoparvovirus,parvoviridae,piccovirales,quintoviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,DQ158864,2005,10,31,NA,NA,NA
sus scrofa,ungulate protoparvovirus 2,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,protoparvovirus,parvoviridae,piccovirales,quintoviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KT965075,2015,12,12,2013,4,NA
sus scrofa,ungulate tetraparvovirus 2,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,tetraparvovirus,parvoviridae,piccovirales,quintoviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,GQ869539,2010,9,23,2005,11,14
sus scrofa,ungulate tetraparvovirus 3,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,tetraparvovirus,parvoviridae,piccovirales,quintoviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,GU938299,2010,8,23,2009,10,NA
sus scrofa,unidentified virus,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MK032070,2019,5,22,2015,11,18
sus scrofa,vesicular exanthema of swine virus,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,vesivirus,caliciviridae,picornavirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,U14677,1995,1,2,NA,NA,NA
sus scrofa,vesicular stomatitis virus,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,vesiculovirus,rhabdoviridae,mononegavirales,monjiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MG655307,2018,11,3,2006,12,6
sus scrofa,yamaguchi virus,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,NA,flaviviridae,amarillovirales,flasuviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,LC390172,2018,12,27,NA,NA,NA
sus verrucosus,porcine type-c oncovirus,NA,NA,NA,TRUE,sus,suidae,artiodactyla,mammalia,NA,NA,gammaretrovirus,retroviridae,ortervirales,revtraviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,FJ357722,2011,5,24,NA,NA,NA
syconycteris australis,syconycteris australis gammaretrovirus,NA,NA,NA,TRUE,syconycteris,pteropodidae,chiroptera,mammalia,NA,NA,gammaretrovirus,retroviridae,ortervirales,revtraviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MN413612,2020,5,19,2014,NA,NA
sylvia atricapilla,avian orthoreovirus,NA,NA,NA,TRUE,sylvia,sylviidae,passeriformes,aves,NA,NA,orthoreovirus,reoviridae,reovirales,resentoviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MG888066,2018,11,5,2016,2,11
sylvia atricapilla,avipoxvirus blackcap/cze/2007,NA,NA,NA,TRUE,sylvia,sylviidae,passeriformes,aves,NA,NA,avipoxvirus,poxviridae,chitovirales,pokkesviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,EU124667,2007,9,18,NA,NA,NA
sylvia atricapilla,avipoxvirus isolate sat/07,NA,NA,NA,TRUE,sylvia,sylviidae,passeriformes,aves,NA,NA,avipoxvirus,poxviridae,chitovirales,pokkesviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,FN424401,2009,8,2,2007,6,17
sylvia atricapilla,avipoxvirus n624124,NA,NA,NA,TRUE,sylvia,sylviidae,passeriformes,aves,NA,NA,avipoxvirus,poxviridae,chitovirales,pokkesviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,HM627233,2011,6,27,2007,6,14
sylvia atricapilla,siadenovirus sp.,NA,NA,NA,TRUE,sylvia,sylviidae,passeriformes,aves,NA,NA,siadenovirus,adenoviridae,rowavirales,tectiliviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MN380556,2020,2,18,2017,NA,NA
sylvia atricapilla,sylvia atricapilla herpesvirus,NA,NA,NA,TRUE,sylvia,sylviidae,passeriformes,aves,NA,NA,NA,NA,herpesvirales,herviviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MN274973,2020,3,23,2017,10,NA
sylvia curruca,burg el arab virus,NA,NA,NA,TRUE,sylvia,sylviidae,passeriformes,aves,NA,NA,NA,rhabdoviridae,mononegavirales,monjiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MK965544,2019,12,22,1962,10,15
sylvia curruca,matariya virus,NA,NA,NA,TRUE,sylvia,sylviidae,passeriformes,aves,NA,NA,NA,rhabdoviridae,mononegavirales,monjiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,JX277006,2013,1,9,1961,NA,NA
sylvia curruca,tete orthobunyavirus,NA,NA,NA,TRUE,sylvia,sylviidae,passeriformes,aves,NA,NA,orthobunyavirus,peribunyaviridae,bunyavirales,ellioviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KP792691,2015,12,1,1961,9,26
sylvicapra grimmia,coronavirus predict cov-85,NA,NA,NA,TRUE,sylvicapra,bovidae,artiodactyla,mammalia,NA,NA,NA,coronaviridae,nidovirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MK558276,2020,2,24,2012,9,8
sylvilagus audubonii,buttonwillow orthobunyavirus,NA,NA,NA,TRUE,sylvilagus,leporidae,lagomorpha,mammalia,NA,NA,orthobunyavirus,peribunyaviridae,bunyavirales,ellioviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MH484291,2018,8,27,1961,4,17
sylvilagus audubonii,kappapapillomavirus 2,NA,NA,NA,TRUE,sylvilagus,leporidae,lagomorpha,mammalia,NA,NA,kappapapillomavirus,papillomaviridae,zurhausenvirales,papovaviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KC797688,2014,2,12,2011,8,30
sylvilagus bachmani,myxoma virus,NA,NA,NA,TRUE,sylvilagus,leporidae,lagomorpha,mammalia,NA,NA,leporipoxvirus,poxviridae,chitovirales,pokkesviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KF148065,2013,9,10,1950,NA,NA
