Pathogen_Intermediate,Pathogen,taxid,PathogenGenus,PathogenFamily,PathogenOrder,PathogenClass
Koutango virus,Koutango virus,44025,Flavivirus,Flaviviridae,Amarillovirales,Flasuviricetes
Kytococcus schroeteri,Kytococcus schroeteri,138300,Kytococcus,Kytococcaceae,Micrococcales,Actinomycetia
Kytococcus sedentarius,Kytococcus sedentarius,1276,Kytococcus,Kytococcaceae,Micrococcales,Actinomycetia
Lacazia loboi,Lacazia loboi,121752,Lacazia,NA,Onygenales,Eurotiomycetes
Lachnoanaerobaculum saburreum,Lachnoanaerobaculum saburreum,467210,Lachnoanaerobaculum,Lachnospiraceae,Eubacteriales,Clostridia
Lachnoanaerobaculum umeaense,Lachnoanaerobaculum umeaense,617123,Lachnoanaerobaculum,Lachnospiraceae,Eubacteriales,Clostridia
Lactobacillus acidipiscis,Ligilactobacillus acidipiscis,89059,Ligilactobacillus,Lactobacillaceae,Lactobacillales,Bacilli
Lactobacillus catenaformis,Eggerthia catenaformis,31973,Eggerthia,Coprobacillaceae,Erysipelotrichales,Erysipelotrichia
Lactobacillus coleohominis,Limosilactobacillus coleohominis,181675,Limosilactobacillus,Lactobacillaceae,Lactobacillales,Bacilli
Lactobacillus delbrueckii,Lactobacillus delbrueckii,1584,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli
Lactobacillus gastricus,Limosilactobacillus gastricus,227942,Limosilactobacillus,Lactobacillaceae,Lactobacillales,Bacilli
Lactobacillus helveticus,Lactobacillus helveticus,1587,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli
Lactobacillus iners,Lactobacillus iners,147802,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli
Lactobacillus jensenii,Lactobacillus jensenii,109790,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli
Lactobacillus kalixensis,Lactobacillus kalixensis,227944,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli
Lactobacillus oris,Limosilactobacillus oris,1632,Limosilactobacillus,Lactobacillaceae,Lactobacillales,Bacilli
Lactobacillus parabuchneri,Lentilactobacillus parabuchneri,152331,Lentilactobacillus,Lactobacillaceae,Lactobacillales,Bacilli
Lactobacillus paracasei,Lacticaseibacillus paracasei,1597,Lacticaseibacillus,Lactobacillaceae,Lactobacillales,Bacilli
Lactobacillus rhamnosus,Lacticaseibacillus rhamnosus,47715,Lacticaseibacillus,Lactobacillaceae,Lactobacillales,Bacilli
Lactobacillus ultunensis,Lactobacillus ultunensis,227945,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli
Lactobacillus vaginalis,Limosilactobacillus vaginalis,1633,Limosilactobacillus,Lactobacillaceae,Lactobacillales,Bacilli
Lasiodiplodia theobromae,Lasiodiplodia theobromae,45133,Lasiodiplodia,Botryosphaeriaceae,Botryosphaeriales,Dothideomycetes
Lassa virus,Lassa mammarenavirus,11620,Mammarenavirus,Arenaviridae,Bunyavirales,Ellioviricetes
Lautropia mirabilis,Lautropia mirabilis,47671,Lautropia,Burkholderiaceae,Burkholderiales,Betaproteobacteria
Lebombo virus,Lebombo virus,40057,Orbivirus,Reoviridae,Reovirales,Resentoviricetes
Lechiguanas virus,Lechiguanas virus,69245,Orthohantavirus,Hantaviridae,Bunyavirales,Ellioviricetes
Leclercia adecarboxylata,Leclercia adecarboxylata,83655,Leclercia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria
Lecythophora lignicola,Coniochaeta lignicola,177205,Coniochaeta,Coniochaetaceae,Coniochaetales,Sordariomycetes
Lecythophora mutabilis,Coniochaeta mutabilis,177207,Coniochaeta,Coniochaetaceae,Coniochaetales,Sordariomycetes
Legionella anisa,Legionella anisa,28082,Legionella,Legionellaceae,Legionellales,Gammaproteobacteria
Legionella birminghamensis,Legionella birminghamensis,28083,Legionella,Legionellaceae,Legionellales,Gammaproteobacteria
Legionella cardiaca,Legionella cardiaca,1071983,Legionella,Legionellaceae,Legionellales,Gammaproteobacteria
Legionella cherrii,Legionella cherrii,28084,Legionella,Legionellaceae,Legionellales,Gammaproteobacteria
Legionella cincinnatiensis,Legionella cincinnatiensis,28085,Legionella,Legionellaceae,Legionellales,Gammaproteobacteria
Legionella feeleii,Legionella feeleii,453,Legionella,Legionellaceae,Legionellales,Gammaproteobacteria
Legionella hackeliae,Legionella hackeliae,449,Legionella,Legionellaceae,Legionellales,Gammaproteobacteria
Legionella jordanis,Legionella jordanis,456,Legionella,Legionellaceae,Legionellales,Gammaproteobacteria
Legionella lansingensis,Legionella lansingensis,45067,Legionella,Legionellaceae,Legionellales,Gammaproteobacteria
Legionella londiniensis,Legionella londiniensis,45068,Legionella,Legionellaceae,Legionellales,Gammaproteobacteria
Legionella longbeachae,Legionella longbeachae,450,Legionella,Legionellaceae,Legionellales,Gammaproteobacteria
Legionella maceachernii,Legionella maceachernii,466,Tatlockia,Legionellaceae,Legionellales,Gammaproteobacteria
Legionella nagasakiensis,Legionella nagasakiensis,535290,Legionella,Legionellaceae,Legionellales,Gammaproteobacteria
Legionella oakridgensis,Legionella oakridgensis,29423,Legionella,Legionellaceae,Legionellales,Gammaproteobacteria
Legionella parisiensis,Legionella parisiensis,45071,Legionella,Legionellaceae,Legionellales,Gammaproteobacteria
Legionella pneumophila,Legionella pneumophila,446,Legionella,Legionellaceae,Legionellales,Gammaproteobacteria
Legionella rubrilucens,Legionella rubrilucens,458,Legionella,Legionellaceae,Legionellales,Gammaproteobacteria
Legionella sainthelensi,Legionella sainthelensi,28087,Legionella,Legionellaceae,Legionellales,Gammaproteobacteria
Legionella tucsonensis,Legionella tucsonensis,40335,Legionella,Legionellaceae,Legionellales,Gammaproteobacteria
Legionella wadsworthii,Legionella wadsworthii,28088,Legionella,Legionellaceae,Legionellales,Gammaproteobacteria
Legionella waltersii,Legionella waltersii,66969,Legionella,Legionellaceae,Legionellales,Gammaproteobacteria
Leifsonia aquatica,Leifsonia aquatica,144185,Leifsonia,Microbacteriaceae,Micrococcales,Actinomycetia
Leishmania aethiopica,Leishmania aethiopica,5667,Leishmania,Trypanosomatidae,Trypanosomatida,Kinetoplastea
Leishmania amazonensis,Leishmania amazonensis,5659,Leishmania,Trypanosomatidae,Trypanosomatida,Kinetoplastea
Leishmania guyanensis,Leishmania guyanensis,5670,Leishmania,Trypanosomatidae,Trypanosomatida,Kinetoplastea
Leishmania lainsoni,Leishmania lainsoni,5677,Leishmania,Trypanosomatidae,Trypanosomatida,Kinetoplastea
Leishmania major,Leishmania major,5664,Leishmania,Trypanosomatidae,Trypanosomatida,Kinetoplastea
Leishmania panamensis,Leishmania panamensis,5679,Leishmania,Trypanosomatidae,Trypanosomatida,Kinetoplastea
Leishmania peruviana,Leishmania peruviana,5681,Leishmania,Trypanosomatidae,Trypanosomatida,Kinetoplastea
Lelliottia amnigena,Lelliottia amnigena,61646,Lelliottia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria
Leminorella grimontii,Leminorella grimontii,82981,Leminorella,Budviciaceae,Enterobacterales,Gammaproteobacteria
Leptosphaeria tompkinsii,Falciformispora tompkinsii,1489896,Falciformispora,Trematosphaeriaceae,Pleosporales,Dothideomycetes
Leptospira broomii,Leptospira broomii,301541,Leptospira,Leptospiraceae,Leptospirales,Spirochaetia
Leptospira inadai,Leptospira inadai,29506,Leptospira,Leptospiraceae,Leptospirales,Spirochaetia
Leptospira mayottensis,Leptospira mayottensis,1137606,Leptospira,Leptospiraceae,Leptospirales,Spirochaetia
Leptospira meyeri,Leptospira meyeri,29508,Leptospira,Leptospiraceae,Leptospirales,Spirochaetia
Leptotrichia buccalis,Leptotrichia buccalis,40542,Leptotrichia,Leptotrichiaceae,Fusobacteriales,Fusobacteriia
Leptotrichia goodfellowii,Pseudoleptotrichia goodfellowii,157692,Pseudoleptotrichia,Leptotrichiaceae,Fusobacteriales,Fusobacteriia
Leptotrichia hofstadii,Leptotrichia hofstadii,157688,Leptotrichia,Leptotrichiaceae,Fusobacteriales,Fusobacteriia
Leptotrichia shahii,Leptotrichia shahii,157691,Leptotrichia,Leptotrichiaceae,Fusobacteriales,Fusobacteriia
Leptotrichia trevisanii,Leptotrichia trevisanii,109328,Leptotrichia,Leptotrichiaceae,Fusobacteriales,Fusobacteriia
Leptotrichia wadei,Leptotrichia wadei,157687,Leptotrichia,Leptotrichiaceae,Fusobacteriales,Fusobacteriia
Leuconostoc citreum,Leuconostoc citreum,33964,Leuconostoc,Lactobacillaceae,Lactobacillales,Bacilli
Leuconostoc fallax,Leuconostoc fallax,1251,Leuconostoc,Lactobacillaceae,Lactobacillales,Bacilli
Leuconostoc lactis,Leuconostoc lactis,1246,Leuconostoc,Lactobacillaceae,Lactobacillales,Bacilli
Leuconostoc pseudomesenteroides,Leuconostoc pseudomesenteroides,33968,Leuconostoc,Lactobacillaceae,Lactobacillales,Bacilli
Lewia infectoria,Alternaria infectoria,45303,Alternaria,Pleosporaceae,Pleosporales,Dothideomycetes
Listeria grayi,Listeria grayi,1641,Listeria,Listeriaceae,Bacillales,Bacilli
Listeria welshimeri,Listeria welshimeri,1643,Listeria,Listeriaceae,Bacillales,Bacilli
Ljungan virus,Ljungan virus,172314,Parechovirus,Picornaviridae,Picornavirales,Pisoniviricetes
Lodderomyces elongisporus,Lodderomyces elongisporus,36914,Lodderomyces,Debaryomycetaceae,Saccharomycetales,Saccharomycetes
Lujo virus,Lujo mammarenavirus,649188,Mammarenavirus,Arenaviridae,Bunyavirales,Ellioviricetes
Luteibacter rhizovicinus,Luteibacter rhizovicinus,242606,Luteibacter,Rhodanobacteraceae,Xanthomonadales,Gammaproteobacteria
Machupo virus,Machupo mammarenavirus,11628,Mammarenavirus,Arenaviridae,Bunyavirales,Ellioviricetes
Madrid virus,Madrid virus,348013,Orthobunyavirus,Peribunyaviridae,Bunyavirales,Ellioviricetes
Madurella grisea,Trematosphaeria grisea,1489895,Trematosphaeria,Trematosphaeriaceae,Pleosporales,Dothideomycetes
Madurella mycetomatis,Madurella mycetomatis,100816,Madurella,NA,Sordariales,Sordariomycetes
Malassezia globosa,Malassezia globosa,76773,Malassezia,Malasseziaceae,Malasseziales,Malasseziomycetes
Malassezia japonica,Malassezia japonica,223818,Malassezia,Malasseziaceae,Malasseziales,Malasseziomycetes
Malassezia obtusa,Malassezia obtusa,76774,Malassezia,Malasseziaceae,Malasseziales,Malasseziomycetes
Malassezia restricta,Malassezia restricta,76775,Malassezia,Malasseziaceae,Malasseziales,Malasseziomycetes
Malikia granosa,Malikia granosa,263067,Malikia,Comamonadaceae,Burkholderiales,Betaproteobacteria
Mamastrovirus 6,Mamastrovirus 6,1239570,Mamastrovirus,Astroviridae,Stellavirales,Stelpaviricetes
Mamastrovirus 8,Mamastrovirus 8,1239572,Mamastrovirus,Astroviridae,Stellavirales,Stelpaviricetes
Mamastrovirus 9,Mamastrovirus 9,1239573,Mamastrovirus,Astroviridae,Stellavirales,Stelpaviricetes
Mansonella ozzardi,Mansonella ozzardi,122354,Mansonella,Onchocercidae,Rhabditida,Chromadorea
Mansonella streptocerca,Mansonella streptocerca,1761664,Mansonella,Onchocercidae,Rhabditida,Chromadorea
Maraba virus,Maraba virus,1046251,Vesiculovirus,Rhabdoviridae,Mononegavirales,Monjiviricetes
Massilia oculi,Massilia oculi,945844,Massilia,Oxalobacteraceae,Burkholderiales,Betaproteobacteria
Massilia timonae,Massilia timonae,47229,Massilia,Oxalobacteraceae,Burkholderiales,Betaproteobacteria
Megasphaera micronuciformis,Megasphaera micronuciformis,187326,Megasphaera,Veillonellaceae,Veillonellales,Negativicutes
Megasphaera sp.,Megasphaera sp.,2023260,Megasphaera,Veillonellaceae,Veillonellales,Negativicutes
Mesorhizobium loti,Mesorhizobium loti,381,Mesorhizobium,Phyllobacteriaceae,Hyphomicrobiales,Alphaproteobacteria
Methylobacterium mesophilicum,Methylobacterium mesophilicum,39956,Methylobacterium,Methylobacteriaceae,Hyphomicrobiales,Alphaproteobacteria
Methylobacterium radiotolerans,Methylobacterium radiotolerans,31998,Methylobacterium,Methylobacteriaceae,Hyphomicrobiales,Alphaproteobacteria
Methylobacterium rhodesianum,Methylorubrum rhodesianum,29427,Methylorubrum,Methylobacteriaceae,Hyphomicrobiales,Alphaproteobacteria
Methylobacterium zatmanii,Methylorubrum zatmanii,29429,Methylorubrum,Methylobacteriaceae,Hyphomicrobiales,Alphaproteobacteria
Microbacterium aurum,Microbacterium aurum,36805,Microbacterium,Microbacteriaceae,Micrococcales,Actinomycetia
Microbacterium binotii,Microbacterium binotii,462710,Microbacterium,Microbacteriaceae,Micrococcales,Actinomycetia
Microbacterium flavescens,Microbacterium flavescens,69366,Microbacterium,Microbacteriaceae,Micrococcales,Actinomycetia
Microbacterium foliorum,Microbacterium foliorum,104336,Microbacterium,Microbacteriaceae,Micrococcales,Actinomycetia
Microbacterium hydrocarbonoxydans,Microbacterium hydrocarbonoxydans,273678,Microbacterium,Microbacteriaceae,Micrococcales,Actinomycetia
Microbacterium lacticum,Microbacterium lacticum,33885,Microbacterium,Microbacteriaceae,Micrococcales,Actinomycetia
Microbacterium oleivorans,Microbacterium oleivorans,273677,Microbacterium,Microbacteriaceae,Micrococcales,Actinomycetia
Microbacterium phyllosphaerae,Microbacterium phyllosphaerae,124798,Microbacterium,Microbacteriaceae,Micrococcales,Actinomycetia
Microbacterium resistens,Microbacterium resistens,156977,Microbacterium,Microbacteriaceae,Micrococcales,Actinomycetia
Microbacterium schleiferi,Microbacterium schleiferi,69362,Microbacterium,Microbacteriaceae,Micrococcales,Actinomycetia
Microbacterium testaceum,Microbacterium testaceum,2033,Microbacterium,Microbacteriaceae,Micrococcales,Actinomycetia
Microbacterium trichothecenolyticum,Microbacterium trichothecenolyticum,69370,Microbacterium,Microbacteriaceae,Micrococcales,Actinomycetia
Microsporum audouinii,Microsporum audouinii,34393,Microsporum,Arthrodermataceae,Onygenales,Eurotiomycetes
Microsporum ferrugineum,Microsporum ferrugineum,77205,Microsporum,Arthrodermataceae,Onygenales,Eurotiomycetes
Microsporum langeronii,Microsporum langeronii,74039,Microsporum,Arthrodermataceae,Onygenales,Eurotiomycetes
Microsporum persicolor,Nannizzia persicolor,65487,Nannizzia,Arthrodermataceae,Onygenales,Eurotiomycetes
Microvirgula aerodenitrificans,Microvirgula aerodenitrificans,57480,Microvirgula,Chromobacteriaceae,Neisseriales,Betaproteobacteria
Mobiluncus curtisii,Mobiluncus curtisii,2051,Mobiluncus,Actinomycetaceae,Actinomycetales,Actinomycetia
Mobiluncus mulieris,Mobiluncus mulieris,2052,Mobiluncus,Actinomycetaceae,Actinomycetales,Actinomycetia
Modoc virus,Modoc virus,64300,Flavivirus,Flaviviridae,Amarillovirales,Flasuviricetes
Mogibacterium diversum,Mogibacterium diversum,114527,Mogibacterium,Clostridiales Family XIII. Incertae Sedis,Eubacteriales,Clostridia
Mogibacterium neglectum,Mogibacterium neglectum,114528,Mogibacterium,Clostridiales Family XIII. Incertae Sedis,Eubacteriales,Clostridia
Mogibacterium pumilum,Mogibacterium pumilum,86332,Mogibacterium,Clostridiales Family XIII. Incertae Sedis,Eubacteriales,Clostridia
Mogibacterium timidum,Mogibacterium timidum,35519,Mogibacterium,Clostridiales Family XIII. Incertae Sedis,Eubacteriales,Clostridia
Mogibacterium vescum,Mogibacterium vescum,86333,Mogibacterium,Clostridiales Family XIII. Incertae Sedis,Eubacteriales,Clostridia
Moraxella lincolnii,Moraxella lincolnii,90241,Moraxella,Moraxellaceae,Pseudomonadales,Gammaproteobacteria
Mouse mammary tumor virus,Mouse mammary tumor virus,11757,Betaretrovirus,Retroviridae,Ortervirales,Revtraviricetes
Mucor hiemalis,Mucor hiemalis,64493,Mucor,Mucoraceae,Mucorales,Mucoromycetes
Mucor indicus,Mucor indicus,64623,Mucor,Mucoraceae,Mucorales,Mucoromycetes
Mucor ramosissimus,Mucor ramosissimus,90264,Mucor,Mucoraceae,Mucorales,Mucoromycetes
Murine pneumonia virus,Murine orthopneumovirus,11263,Orthopneumovirus,Pneumoviridae,Mononegavirales,Monjiviricetes
Myceliophthora thermophila,Thermothelomyces thermophilus,78579,Thermothelomyces,Chaetomiaceae,Sordariales,Sordariomycetes
Mycobacterium alsense,Mycobacterium alsense,324058,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinomycetia
Mycobacterium alvei,Mycolicibacterium alvei,67081,Mycolicibacterium,Mycobacteriaceae,Corynebacteriales,Actinomycetia
Mycobacterium arosiense,Mycobacterium arosiense,425468,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinomycetia
Mycobacterium arupense,Mycolicibacter arupensis,342002,Mycolicibacter,Mycobacteriaceae,Corynebacteriales,Actinomycetia
Mycobacterium aubagnense,Mycolicibacterium aubagnense,319707,Mycolicibacterium,Mycobacteriaceae,Corynebacteriales,Actinomycetia
Mycobacterium austroafricanum,Mycolicibacterium austroafricanum,39687,Mycolicibacterium,Mycobacteriaceae,Corynebacteriales,Actinomycetia
Mycobacterium bacteremicum,Mycolicibacterium bacteremicum,564198,Mycolicibacterium,Mycobacteriaceae,Corynebacteriales,Actinomycetia
Mycobacterium boenickei,Mycolicibacterium boenickei,146017,Mycolicibacterium,Mycobacteriaceae,Corynebacteriales,Actinomycetia
Mycobacterium bolletii,Mycobacteroides abscessus subsp. bolletii,319705,Mycobacteroides,Mycobacteriaceae,Corynebacteriales,Actinomycetia
Mycobacterium branderi,Mycobacterium branderi,43348,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinomycetia
Mycobacterium brisbanense,Mycolicibacterium brisbanense,146020,Mycolicibacterium,Mycobacteriaceae,Corynebacteriales,Actinomycetia
Mycobacterium canariasense,Mycolicibacterium canariasense,228230,Mycolicibacterium,Mycobacteriaceae,Corynebacteriales,Actinomycetia
Mycobacterium canettii,Mycobacterium canettii,78331,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinomycetia
Mycobacterium chimaera,Mycobacterium intracellulare subsp. chimaera,222805,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinomycetia
Mycobacterium chlorophenolicum,Mycolicibacterium chlorophenolicum,37916,Mycolicibacterium,Mycobacteriaceae,Corynebacteriales,Actinomycetia
Mycobacterium colombiense,Mycobacterium colombiense,339268,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinomycetia
Mycobacterium conspicuum,Mycobacterium conspicuum,44010,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinomycetia
Mycobacterium cosmeticum,Mycolicibacterium cosmeticum,258533,Mycolicibacterium,Mycobacteriaceae,Corynebacteriales,Actinomycetia
Mycobacterium europaeum,Mycobacterium europaeum,761804,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinomycetia
Mycobacterium florentinum,Mycobacterium florentinum,292462,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinomycetia
Mycobacterium gastri,Mycobacterium gastri,1777,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinomycetia
Mycobacterium heidelbergense,Mycobacterium heidelbergense,53376,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinomycetia
Mycobacterium heraklionense,Mycolicibacter heraklionensis,512402,Mycolicibacter,Mycobacteriaceae,Corynebacteriales,Actinomycetia
Mycobacterium immunogenum,Mycobacteroides immunogenum,83262,Mycobacteroides,Mycobacteriaceae,Corynebacteriales,Actinomycetia
Mycobacterium insubricum,Mycolicibacterium insubricum,444597,Mycolicibacterium,Mycobacteriaceae,Corynebacteriales,Actinomycetia
Mycobacterium iranicum,Mycolicibacterium iranicum,912594,Mycolicibacterium,Mycobacteriaceae,Corynebacteriales,Actinomycetia
Mycobacterium koreense,Mycolicibacillus koreensis,1069220,Mycolicibacillus,Mycobacteriaceae,Corynebacteriales,Actinomycetia
Mycobacterium kumamotonense,Mycolicibacter kumamotonensis,354243,Mycolicibacter,Mycobacteriaceae,Corynebacteriales,Actinomycetia
Mycobacterium lentiflavum,Mycobacterium lentiflavum,141349,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinomycetia
Mycobacterium lepromatosis,Mycobacterium lepromatosis,480418,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinomycetia
Mycobacterium llatzerense,Mycolicibacterium llatzerense,280871,Mycolicibacterium,Mycobacteriaceae,Corynebacteriales,Actinomycetia
Mycobacterium longobardum,Mycolicibacter longobardus,1108812,Mycolicibacter,Mycobacteriaceae,Corynebacteriales,Actinomycetia
Mycobacterium mageritense,Mycolicibacterium mageritense,53462,Mycolicibacterium,Mycobacteriaceae,Corynebacteriales,Actinomycetia
Mycobacterium malmoense,Mycobacterium malmoense,1780,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinomycetia
Mycobacterium mantenii,Mycobacterium mantenii,560555,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinomycetia
Mycobacterium marseillense,Mycobacterium marseillense,701042,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinomycetia
Mycobacterium monacense,Mycolicibacterium monacense,85693,Mycolicibacterium,Mycobacteriaceae,Corynebacteriales,Actinomycetia
Mycobacterium nebraskense,Mycobacterium nebraskense,244292,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinomycetia
